"","workerid","proliferate.condition","first_response_value","item","item_number","item_type","length","response","sentence","verb_id","sentence_id","trial_sequence_total","verb","wh_type","wrong_attempts","error"
"10798",4508,"Experiment Group",NA,1,"","","short",0.1,"老师想知道谁害怕修理工打了快递员。",11,201111,38,"害怕","arg",NA,NA
"10800",4508,"Experiment Group",NA,9,"","","short",0.32,"将军想知道谁记得士兵跟踪了总统。",8,209081,40,"记得","arg",NA,NA
"10801",4508,"Experiment Group",NA,7,"","","short",0.34,"村长想知道农民为什么觉得电工无视了领导。",2,107021,41,"觉得","adj",NA,NA
"10803",4508,"Experiment Group",NA,16,"","","short",0.22,"大学生想知道记者为什么害怕音乐老师夸赞了歌手。",11,116111,43,"害怕","adj",NA,NA
"10805",4508,"Experiment Group",NA,24,"","","short",0.69,"仓库管理员想知道采购员为什么说保险代理人挖苦了模特。",1,124011,45,"说","adj",NA,NA
"10806",4508,"Experiment Group",NA,6,"","","long",0.64,"检察官想知道教练员记得音乐家开除了谁。",8,206082,46,"记得","arg",NA,NA
"10808",4508,"Experiment Group",NA,12,"","","short",0.62,"包工头想知道和尚为什么记得播音员打伤了算命先生。",8,112081,48,"记得","adj",NA,NA
"10809",4508,"Experiment Group",NA,27,"","","short",0.49,"法医想知道谁喜欢罪犯谋害了程序员。",7,227071,49,"喜欢","arg",NA,NA
"10811",4508,"Experiment Group",NA,4,"","","short",0.36,"教授想知道工程师为什么认为秘书批评了运动员。",13,104131,51,"认为","adj",NA,NA
"10815",4508,"Experiment Group",NA,26,"","","short",0.33,"制片人想知道健身教练为什么喜欢化妆师监视了调酒师。",7,126071,55,"喜欢","adj",NA,NA
"10819",4508,"Experiment Group",NA,30,"","","long",0.73,"舞蹈老师想知道实习生认为歌手赞美了谁。",13,230132,59,"认为","arg",NA,NA
"10821",4508,"Experiment Group",NA,21,"","","short",0.17,"省长想知道谁说小报记者采访了税务员。",1,221011,61,"说","arg",NA,NA
"10823",4508,"Experiment Group",NA,20,"","","long",0.64,"售货员想知道作曲家记得摄影师为什么指责了心理医生。",8,120082,63,"记得","adj",NA,NA
"10824",4508,"Experiment Group",NA,18,"","","short",0.13,"船长想知道建筑师为什么写下来飞行员责备了经济学家。",14,118141,64,"写","adj",NA,NA
"10827",4537,"Experiment Group",NA,21,"","","short",0.93,"省长想知道药剂师为什么认为小报记者采访了税务员。",13,121131,1,"认为","adj",NA,NA
"10829",4537,"Experiment Group",NA,23,"","","short",0.67,"园丁想知道水管工为什么猜焊工训斥了清洁工。",9,123091,3,"猜","adj",NA,NA
"10831",4537,"Experiment Group",NA,6,"","","short",0.36,"检察官想知道教练员为什么感觉音乐家开除了保镖。",12,106121,5,"感觉","adj",NA,NA
"10832",4537,"Experiment Group",NA,14,"","","short",0.21,"英语老师想知道工程师为什么写下来中学生举报了店员。",14,114141,6,"写","adj",NA,NA
"10834",4537,"Experiment Group",NA,27,"","","long",0.28,"法医想知道业务员认为罪犯谋害了谁。",13,227132,8,"认为","arg",NA,NA
"10835",4537,"Experiment Group",NA,4,"","","long",0.21,"教授想知道工程师喜欢秘书批评了谁。",7,204072,9,"喜欢","arg",NA,NA
"10837",4537,"Experiment Group",NA,9,"","","long",0.31,"将军想知道间谍猜士兵为什么跟踪了总统。",9,109092,11,"猜","adj",NA,NA
"10840",4537,"Experiment Group",NA,1,"","","short",0.9,"老师想知道学生为什么希望修理工打了快递员。",3,101031,14,"希望","adj",NA,NA
"10841",4537,"Experiment Group",NA,5,"","","short",0.99,"市长想知道议员为什么怕艺术家联系了毒枭。",6,105061,15,"怕","adj",NA,NA
"10843",4537,"Experiment Group",NA,29,"","","long",0.42,"编辑想知道法务顾问感觉杂技演员抚养了谁。",12,229122,17,"感觉","arg",NA,NA
"10844",4537,"Experiment Group",NA,25,"","","short",0.81,"美容师想知道谁认为营养师吓唬了快餐店员。",13,225131,18,"认为","arg",NA,NA
"10846",4537,"Experiment Group",NA,19,"","","long",0.36,"经理想知道道士认为和尚为什么夸奖了乞丐。",13,119132,20,"认为","adj",NA,NA
"10848",4537,"Experiment Group",NA,16,"","","short",0.98,"大学生想知道谁猜音乐老师夸赞了歌手。",9,216091,22,"猜","arg",NA,NA
"10850",4537,"Experiment Group",NA,32,"","","long",0.38,"助手想知道军官感觉老师为什么出卖了水手。",12,132122,24,"感觉","adj",NA,NA
"10851",4537,"Experiment Group",NA,17,"","","long",0.01,"会计想知道演员写下来编辑邀请了谁。",14,217142,25,"写","arg",NA,NA
"10855",4537,"Experiment Group",NA,10,"","","long",0.54,"导游想知道外国人怕保安为什么袭击了商贩。",6,110062,29,"怕","adj",NA,NA
"10856",4537,"Experiment Group",NA,22,"","","long",0.05,"顾问想知道外交官写下来生物学家为什么嘲讽了哲学家。",14,122142,30,"写","adj",NA,NA
"10858",4537,"Experiment Group",NA,15,"","","short",0.71,"主持人想知道学者为什么想政府官员批评了总统候选人。",5,115051,32,"想","adj",NA,NA
"10860",4537,"Experiment Group",NA,26,"","","short",0.77,"制片人想知道谁怕化妆师监视了调酒师。",6,226061,34,"怕","arg",NA,NA
"10861",4537,"Experiment Group",NA,11,"","","short",0.72,"政客想知道谁喜欢护士推倒了男孩。",7,211071,35,"喜欢","arg",NA,NA
"10863",4537,"Experiment Group",NA,12,"","","long",0.62,"包工头想知道和尚想播音员打伤了谁。",5,212052,37,"想","arg",NA,NA
"10866",4537,"Experiment Group",NA,2,"","","long",0.88,"法官想知道律师猜警察审问了谁。",9,202092,40,"猜","arg",NA,NA
"10867",4537,"Experiment Group",NA,7,"","","short",0.97,"村长想知道谁想电工无视了领导。",5,207051,41,"想","arg",NA,NA
"10869",4537,"Experiment Group",NA,30,"","","long",0.1,"舞蹈老师想知道实习生希望歌手为什么赞美了剧作家。",3,130032,43,"希望","adj",NA,NA
"10870",4537,"Experiment Group",NA,3,"","","short",0.44,"经理想知道谁希望服务员接待了乞丐。",3,203031,44,"希望","arg",NA,NA
"10874",4537,"Experiment Group",NA,8,"","","long",0.75,"侦探想知道售货员希望飞行员羞辱了谁。",3,208032,48,"希望","arg",NA,NA
"10876",4537,"Experiment Group",NA,20,"","","long",0.22,"售货员想知道作曲家想摄影师为什么指责了心理医生。",5,120052,50,"想","adj",NA,NA
"10878",4537,"Experiment Group",NA,28,"","","short",0.69,"丞相想知道谁感觉将军威胁了大臣。",12,228121,52,"感觉","arg",NA,NA
"10880",4537,"Experiment Group",NA,24,"","","short",0.02,"仓库管理员想知道谁写下来保险代理人挖苦了模特。",14,224141,54,"写","arg",NA,NA
"10882",4537,"Experiment Group",NA,31,"","","long",0.5,"心理学家想知道大学生怕保姆讨好了谁。",6,231062,56,"怕","arg",NA,NA
"10888",4537,"Experiment Group",NA,13,"","","long",0.24,"服务员想知道售票员喜欢演说家为什么欺骗了建筑工人。",7,113072,62,"喜欢","adj",NA,NA
"10890",4537,"Experiment Group",NA,18,"","","short",0.45,"船长想知道建筑师为什么喜欢飞行员责备了经济学家。",7,118071,64,"喜欢","adj",NA,NA
"10893",4619,"Experiment Group",NA,11,"","","long",0.35,"政客想知道医生写下来护士为什么推倒了男孩。",14,111142,1,"写","adj",NA,NA
"10894",4619,"Experiment Group",NA,18,"","","long",0.31,"船长想知道建筑师假装飞行员责备了谁。",10,218102,2,"假装","arg",NA,NA
"10896",4619,"Experiment Group",NA,24,"","","short",0.71,"仓库管理员想知道采购员为什么说保险代理人挖苦了模特。",1,124011,4,"说","adj",NA,NA
"10897",4619,"Experiment Group",NA,16,"","","long",0.72,"大学生想知道记者感觉音乐老师夸赞了谁。",12,216122,5,"感觉","arg",NA,NA
"10899",4619,"Experiment Group",NA,25,"","","long",0.77,"美容师想知道房东猜营养师吓唬了谁。",9,225092,7,"猜","arg",NA,NA
"10900",4619,"Experiment Group",NA,8,"","","long",0.3,"侦探想知道售货员感觉飞行员为什么羞辱了卡车司机。",12,108122,8,"感觉","adj",NA,NA
"10902",4619,"Experiment Group",NA,6,"","","short",0.73,"检察官想知道教练员为什么觉得音乐家开除了保镖。",2,106021,10,"觉得","adj",NA,NA
"10903",4619,"Experiment Group",NA,31,"","","long",0.12,"心理学家想知道大学生想保姆为什么讨好了理发师。",5,131052,11,"想","adj",NA,NA
"10905",4619,"Experiment Group",NA,14,"","","short",0.31,"英语老师想知道工程师为什么说明中学生举报了店员。",4,114041,13,"说明","adj",NA,NA
"10908",4619,"Experiment Group",NA,20,"","","long",0.19,"售货员想知道作曲家说明摄影师为什么指责了心理医生。",4,120042,16,"说明","adj",NA,NA
"10911",4619,"Experiment Group",NA,17,"","","long",0.86,"会计想知道演员说编辑邀请了谁。",1,217012,19,"说","arg",NA,NA
"10916",4619,"Experiment Group",NA,12,"","","long",0.87,"包工头想知道和尚觉得播音员打伤了谁。",2,212022,24,"觉得","arg",NA,NA
"10917",4619,"Experiment Group",NA,10,"","","short",1,"导游想知道谁觉得保安袭击了商贩。",2,210021,25,"觉得","arg",NA,NA
"10919",4619,"Experiment Group",NA,19,"","","short",0,"牧师想知道谁说和尚夸奖了巫婆。",1,219011,27,"说","arg",NA,NA
"10920",4619,"Experiment Group",NA,29,"","","long",0,"编辑想知道法务顾问想杂技演员抚养了谁。",5,229052,28,"想","arg",NA,NA
"10922",4619,"Experiment Group",NA,4,"","","long",0,"教授想知道工程师说秘书为什么批评了运动员。",1,104012,30,"说","adj",NA,NA
"10923",4619,"Experiment Group",NA,23,"","","short",0,"园丁想知道水管工为什么猜焊工训斥了清洁工。",9,123091,31,"猜","adj",NA,NA
"10927",4619,"Experiment Group",NA,22,"","","short",0.74,"顾问想知道外交官为什么感觉生物学家嘲讽了哲学家。",12,122121,35,"感觉","adj",NA,NA
"10928",4619,"Experiment Group",NA,32,"","","short",0.76,"助手想知道军官为什么写下来老师出卖了水手。",14,132141,36,"写","adj",NA,NA
"10931",4619,"Experiment Group",NA,27,"","","long",0,"法医想知道业务员猜罪犯为什么谋害了程序员。",9,127092,39,"猜","adj",NA,NA
"10933",4619,"Experiment Group",NA,13,"","","short",0.18,"服务员想知道谁猜演说家欺骗了建筑工人。",9,213091,41,"猜","arg",NA,NA
"10934",4619,"Experiment Group",NA,7,"","","short",1,"村长想知道谁感觉电工无视了领导。",12,207121,42,"感觉","arg",NA,NA
"10937",4619,"Experiment Group",NA,5,"","","short",0,"市长想知道议员为什么想艺术家联系了毒枭。",5,105051,45,"想","adj",NA,NA
"10938",4619,"Experiment Group",NA,15,"","","long",0.59,"主持人想知道学者说明政府官员批评了谁。",4,215042,46,"说明","arg",NA,NA
"10940",4619,"Experiment Group",NA,21,"","","short",0.23,"省长想知道谁假装小报记者采访了税务员。",10,221101,48,"假装","arg",NA,NA
"10941",4619,"Experiment Group",NA,2,"","","short",0,"法官想知道谁想警察审问了学生。",5,202051,49,"想","arg",NA,NA
"10944",4619,"Experiment Group",NA,1,"","","long",1,"老师想知道学生写下来修理工打了谁。",14,201142,52,"写","arg",NA,NA
"10947",4619,"Experiment Group",NA,3,"","","short",0.62,"经理想知道谁写下来服务员接待了乞丐。",14,203141,55,"写","arg",NA,NA
"10949",4619,"Experiment Group",NA,30,"","","short",0.25,"舞蹈老师想知道谁说明歌手赞美了剧作家。",4,230041,57,"说明","arg",NA,NA
"10950",4619,"Experiment Group",NA,28,"","","short",1,"丞相想知道皇上为什么假装将军威胁了大臣。",10,128101,58,"假装","adj",NA,NA
"10953",4619,"Experiment Group",NA,26,"","","long",0.3,"制片人想知道健身教练觉得化妆师为什么监视了调酒师。",2,126022,61,"觉得","adj",NA,NA
"10956",4619,"Experiment Group",NA,9,"","","long",0,"将军想知道间谍假装士兵为什么跟踪了总统。",10,109102,64,"假装","adj",NA,NA
"10960",4539,"Experiment Group",NA,13,"","","short",0.97,"服务员想知道谁说明演说家欺骗了建筑工人。",4,213041,2,"说明","arg",NA,NA
"10962",4539,"Experiment Group",NA,14,"","","short",0.47,"英语老师想知道谁喜欢中学生举报了店员。",7,214071,4,"喜欢","arg",NA,NA
"10964",4539,"Experiment Group",NA,32,"","","long",0.94,"助手想知道军官说老师为什么出卖了水手。",1,132012,6,"说","adj",NA,NA
"10965",4539,"Experiment Group",NA,28,"","","long",0.99,"法医想知道业务员写下来罪犯为什么谋害了程序员。",14,127142,7,"写","adj",NA,NA
"10967",4539,"Experiment Group",NA,3,"","","long",0,"经理想知道厨师说明服务员接待了谁。",4,203042,9,"说明","arg",NA,NA
"10969",4539,"Experiment Group",NA,20,"","","short",0.02,"售货员想知道谁希望摄影师指责了心理医生。",3,220031,11,"希望","arg",NA,NA
"10972",4539,"Experiment Group",NA,24,"","","long",0,"仓库管理员想知道采购员说明保险代理人为什么挖苦了模特。",4,124042,14,"说明","adj",NA,NA
"10973",4539,"Experiment Group",NA,26,"","","long",0.52,"制片人想知道健身教练说化妆师监视了谁。",1,226012,15,"说","arg",NA,NA
"10975",4539,"Experiment Group",NA,9,"","","long",0.47,"将军想知道间谍假装士兵跟踪了谁。",10,209102,17,"假装","arg",NA,NA
"10979",4539,"Experiment Group",NA,17,"","","short",0.05,"会计想知道演员为什么认为编辑邀请了神父。",13,117131,21,"认为","adj",NA,NA
"10981",4539,"Experiment Group",NA,2,"","","short",0.93,"法官想知道律师为什么说明警察审问了学生。",4,102041,23,"说明","adj",NA,NA
"10983",4539,"Experiment Group",NA,16,"","","short",0.8,"大学生想知道记者为什么说音乐老师夸赞了歌手。",1,116011,25,"说","adj",NA,NA
"10984",4539,"Experiment Group",NA,19,"","","long",0.03,"经理想知道道士喜欢和尚夸奖了谁。",7,219072,26,"喜欢","arg",NA,NA
"10986",4539,"Experiment Group",NA,10,"","","long",0.98,"导游想知道外国人写下来保安袭击了谁。",14,210142,28,"写","arg",NA,NA
"10989",4539,"Experiment Group",NA,21,"","","short",0.01,"省长想知道谁说小报记者采访了税务员。",1,221011,31,"说","arg",NA,NA
"10991",4539,"Experiment Group",NA,28,"","","long",0,"丞相想知道皇上希望将军威胁了谁。",3,228032,33,"希望","arg",NA,NA
"10992",4539,"Experiment Group",NA,1,"","","long",0.45,"老师想知道学生喜欢修理工为什么打了快递员。",7,101072,34,"喜欢","adj",NA,NA
"10994",4539,"Experiment Group",NA,6,"","","short",0.02,"检察官想知道谁认为音乐家开除了保镖。",13,206131,36,"认为","arg",NA,NA
"10995",4539,"Experiment Group",NA,12,"","","long",0.97,"包工头想知道和尚假装播音员为什么打伤了算命先生。",10,112102,37,"假装","adj",NA,NA
"10997",4539,"Experiment Group",NA,23,"","","long",0.98,"园丁想知道水管工希望焊工为什么训斥了清洁工。",3,123032,39,"希望","adj",NA,NA
"10998",4539,"Experiment Group",NA,15,"","","short",0.95,"主持人想知道谁写下来政府官员批评了总统候选人。",14,215141,40,"写","arg",NA,NA
"11000",4539,"Experiment Group",NA,4,"","","long",0.99,"教授想知道工程师记得秘书为什么批评了运动员。",8,104082,42,"记得","adj",NA,NA
"11001",4539,"Experiment Group",NA,31,"","","short",0.05,"心理学家想知道大学生为什么希望保姆讨好了理发师。",3,131031,43,"希望","adj",NA,NA
"11003",4539,"Experiment Group",NA,11,"","","long",0.95,"政客想知道医生认为护士推倒了谁。",13,211132,45,"认为","arg",NA,NA
"11008",4539,"Experiment Group",NA,7,"","","short",0.92,"村长想知道农民为什么写下来电工无视了领导。",14,107141,50,"写","adj",NA,NA
"11009",4539,"Experiment Group",NA,22,"","","short",0.78,"顾问想知道谁记得生物学家嘲讽了哲学家。",8,222081,51,"记得","arg",NA,NA
"11013",4539,"Experiment Group",NA,18,"","","long",0.9,"船长想知道建筑师认为飞行员为什么责备了经济学家。",13,118132,55,"认为","adj",NA,NA
"11015",4539,"Experiment Group",NA,25,"","","short",0.95,"美容师想知道房东为什么记得营养师吓唬了快餐店员。",8,125081,57,"记得","adj",NA,NA
"11016",4539,"Experiment Group",NA,5,"","","short",0.96,"市长想知道议员为什么喜欢艺术家联系了毒枭。",7,105071,58,"喜欢","adj",NA,NA
"11018",4539,"Experiment Group",NA,29,"","","short",0.1,"编辑想知道法务顾问为什么假装杂技演员抚养了小女孩。",10,129101,60,"假装","adj",NA,NA
"11020",4539,"Experiment Group",NA,8,"","","short",0.97,"侦探想知道谁假装飞行员羞辱了卡车司机。",10,208101,62,"假装","arg",NA,NA
"11022",4539,"Experiment Group",NA,30,"","","long",0.96,"舞蹈老师想知道实习生记得歌手赞美了谁。",8,230082,64,"记得","arg",NA,NA
"11026",4601,"Experiment Group",NA,24,"","","short",0.11,"仓库管理员想知道采购员为什么感觉保险代理人挖苦了模特。",12,124121,2,"感觉","adj",NA,NA
