"","workerid","proliferate.condition","first_response_value","item","item_number","item_type","length","response","sentence","sentence_id","trial_sequence_total","verb","wh_type","wrong_attempts","verb.1"
"7019",4823,"Experiment Group",NA,12,"","","long",0.48,"包工头想知道和尚接受播音员为什么打伤了算命先生。",112062,21,"接受","adj",NA,6
"7020",4823,"Experiment Group",NA,16,"","","long",0.64,"大学生想知道记者说音乐老师夸赞了谁。",216142,22,"说","arg",NA,14
"7022",4823,"Experiment Group",NA,9,"","","long",0.62,"将军想知道间谍保证士兵跟踪了谁。",209072,24,"保证","arg",NA,7
"7025",4823,"Experiment Group",NA,23,"","","short",0.53,"园丁想知道谁接受焊工训斥了清洁工。",223061,27,"接受","arg",NA,6
"7027",4823,"Experiment Group",NA,15,"","","long",0.81,"主持人想知道学者抱怨政府官员为什么批评了总统候选人。",115042,29,"抱怨","adj",NA,4
"7029",4823,"Experiment Group",NA,6,"","","long",0.79,"检察官想知道教练员坚称音乐家为什么开除了保镖。",106022,31,"坚称","adj",NA,2
"7030",4823,"Experiment Group",NA,1,"","","short",0.45,"老师想知道谁保证修理工打了快递员。",201071,32,"保证","arg",NA,7
"7033",4823,"Experiment Group",NA,3,"","","long",0.36,"经理想知道厨师承认服务员为什么接待了乞丐。",103052,35,"承认","adj",NA,5
"7036",4823,"Experiment Group",NA,32,"","","short",0.2,"助手想知道谁承认老师出卖了水手。",232051,38,"承认","arg",NA,5
"7038",4823,"Experiment Group",NA,18,"","","long",0.77,"船长想知道建筑师坚称飞行员责备了谁。",218022,40,"坚称","arg",NA,2
"7039",4823,"Experiment Group",NA,4,"","","long",0.74,"教授想知道工程师认为秘书为什么批评了运动员。",104122,41,"认为","adj",NA,12
"7042",4823,"Experiment Group",NA,31,"","","short",0.53,"心理学家想知道谁说保姆讨好了理发师。",231141,44,"说","arg",NA,14
"7043",4823,"Experiment Group",NA,25,"","","long",0.22,"美容师想知道房东重申营养师为什么吓唬了快餐店员。",125102,45,"重申","adj",NA,10
"7045",4823,"Experiment Group",NA,5,"","","short",0.44,"市长想知道谁重申艺术家联系了毒枭。",205101,47,"重申","arg",NA,10
"7046",4823,"Experiment Group",NA,8,"","","short",0.5,"侦探想知道售货员为什么抱怨飞行员羞辱了卡车司机。",108041,48,"抱怨","adj",NA,4
"7049",4823,"Experiment Group",NA,7,"","","short",0.65,"村长想知道农民为什么接受电工无视了领导。",107061,51,"接受","adj",NA,6
"7051",4823,"Experiment Group",NA,10,"","","short",0.42,"导游想知道外国人为什么保证保安袭击了商贩。",110071,53,"保证","adj",NA,7
"7052",4823,"Experiment Group",NA,13,"","","long",0.88,"服务员想知道售票员说演说家为什么欺骗了建筑工人。",113142,54,"说","adj",NA,14
"7054",4823,"Experiment Group",NA,19,"","","short",0.64,"经理想知道谁抱怨和尚夸奖了乞丐。",219041,56,"抱怨","arg",NA,4
"7057",4823,"Experiment Group",NA,20,"","","short",0.4,"售货员想知道作曲家为什么说摄影师指责了心理医生。",120141,59,"说","adj",NA,14
"7060",4823,"Experiment Group",NA,14,"","","long",0.82,"英语老师想知道工程师保证中学生为什么举报了店员。",114072,62,"保证","adj",NA,7
"7062",4823,"Experiment Group",NA,22,"","","short",0.52,"顾问想知道外交官为什么坚称生物学家嘲讽了哲学家。",122021,64,"坚称","adj",NA,2
"7065",4812,"Experiment Group",NA,28,"","","long",0.46,"丞相想知道皇上证实将军威胁了谁。",228092,1,"证实","arg",NA,9
"7068",4812,"Experiment Group",NA,32,"","","short",0.52,"助手想知道谁怀疑老师出卖了水手。",232011,4,"怀疑","arg",NA,1
"7069",4812,"Experiment Group",NA,14,"","","short",0.07,"英语老师想知道谁承认中学生举报了店员。",214051,5,"承认","arg",NA,5
"7071",4812,"Experiment Group",NA,6,"","","short",0.69,"检察官想知道谁透露音乐家开除了保镖。",206081,7,"透露","arg",NA,8
"7072",4812,"Experiment Group",NA,17,"","","long",0.49,"会计想知道演员认为编辑邀请了谁。",217122,8,"认为","arg",NA,12
"7074",4812,"Experiment Group",NA,10,"","","short",0.06,"导游想知道外国人为什么重申保安袭击了商贩。",110101,10,"重申","adj",NA,10
"7075",4812,"Experiment Group",NA,27,"","","long",0.27,"法医想知道业务员保证罪犯谋害了谁。",227072,11,"保证","arg",NA,7
"7079",4812,"Experiment Group",NA,5,"","","long",0.41,"市长想知道议员怀疑艺术家为什么联系了毒枭。",105012,15,"怀疑","adj",NA,1
"7081",4812,"Experiment Group",NA,7,"","","short",0.69,"村长想知道谁认为电工无视了领导。",207121,17,"认为","arg",NA,12
"7082",4812,"Experiment Group",NA,3,"","","long",0.26,"经理想知道厨师猜服务员为什么接待了乞丐。",103132,18,"猜","adj",NA,13
"7085",4812,"Experiment Group",NA,12,"","","long",0.98,"包工头想知道和尚透露播音员打伤了谁。",212082,21,"透露","arg",NA,8
"7087",4812,"Experiment Group",NA,26,"","","long",0.27,"制片人想知道健身教练承认化妆师为什么监视了调酒师。",126052,23,"承认","adj",NA,5
"7088",4812,"Experiment Group",NA,16,"","","short",0.55,"大学生想知道记者为什么怀疑音乐老师夸赞了歌手。",116011,24,"怀疑","adj",NA,1
"7090",4812,"Experiment Group",NA,24,"","","long",0.62,"仓库管理员想知道采购员猜保险代理人挖苦了谁。",224132,26,"猜","arg",NA,13
"7093",4812,"Experiment Group",NA,15,"","","short",0.78,"主持人想知道学者为什么认为政府官员批评了总统候选人。",115121,29,"认为","adj",NA,12
"7094",4812,"Experiment Group",NA,4,"","","short",0.3,"教授想知道谁重申秘书批评了运动员。",204101,30,"重申","arg",NA,10
"7096",4812,"Experiment Group",NA,30,"","","long",0.24,"舞蹈老师想知道实习生承认歌手赞美了谁。",230052,32,"承认","arg",NA,5
"7098",4812,"Experiment Group",NA,29,"","","short",0.79,"编辑想知道谁猜杂技演员抚养了小女孩。",229131,34,"猜","arg",NA,13
"7102",4812,"Experiment Group",NA,18,"","","long",0.38,"船长想知道建筑师重申飞行员责备了谁。",218102,38,"重申","arg",NA,10
"7104",4812,"Experiment Group",NA,22,"","","short",0.75,"顾问想知道外交官为什么透露生物学家嘲讽了哲学家。",122081,40,"透露","adj",NA,8
"7106",4812,"Experiment Group",NA,11,"","","short",0.34,"政客想知道谁保证护士推倒了男孩。",211071,42,"保证","arg",NA,7
"7107",4812,"Experiment Group",NA,21,"","","short",0.68,"省长想知道药剂师为什么猜小报记者采访了税务员。",121131,43,"猜","adj",NA,13
"7109",4812,"Experiment Group",NA,25,"","","long",0.56,"美容师想知道房东认为营养师为什么吓唬了快餐店员。",125122,45,"认为","adj",NA,12
"7110",4812,"Experiment Group",NA,23,"","","short",0.98,"园丁想知道水管工为什么证实焊工训斥了清洁工。",123091,46,"证实","adj",NA,9
"7114",4812,"Experiment Group",NA,9,"","","short",0.75,"将军想知道间谍为什么承认士兵跟踪了总统。",109051,50,"承认","adj",NA,5
"7116",4812,"Experiment Group",NA,1,"","","long",0.35,"老师想知道学生证实修理工为什么打了快递员。",101092,52,"证实","adj",NA,9
"7118",4812,"Experiment Group",NA,31,"","","long",0.67,"心理学家想知道大学生怀疑保姆讨好了谁。",231012,54,"怀疑","arg",NA,1
"7120",4812,"Experiment Group",NA,19,"","","short",0.42,"经理想知道谁证实和尚夸奖了乞丐。",219091,56,"证实","arg",NA,9
"7123",4812,"Experiment Group",NA,8,"","","long",0.16,"侦探想知道售货员保证飞行员为什么羞辱了卡车司机。",108072,59,"保证","adj",NA,7
"7124",4812,"Experiment Group",NA,2,"","","short",0.71,"法官想知道律师为什么保证警察审问了学生。",102071,60,"保证","adj",NA,7
"7126",4812,"Experiment Group",NA,20,"","","long",0.26,"售货员想知道作曲家透露摄影师为什么指责了心理医生。",120082,62,"透露","adj",NA,8
"7128",4812,"Experiment Group",NA,13,"","","long",0.32,"服务员想知道售票员重申演说家为什么欺骗了建筑工人。",113102,64,"重申","adj",NA,10
"7132",4788,"Experiment Group",NA,7,"","","short",0.51,"村长想知道谁承认电工无视了领导。",207051,2,"承认","arg",NA,5
"7133",4788,"Experiment Group",NA,21,"","","short",0,"省长想知道药剂师为什么证实小报记者采访了税务员。",121091,3,"证实","adj",NA,9
"7135",4788,"Experiment Group",NA,32,"","","long",0.27,"助手想知道军官认同老师出卖了谁。",232112,5,"认同","arg",NA,11
"7138",4788,"Experiment Group",NA,30,"","","short",0.29,"舞蹈老师想知道谁证实歌手赞美了剧作家。",230091,8,"证实","arg",NA,9
"7139",4788,"Experiment Group",NA,8,"","","short",0.38,"侦探想知道谁保证飞行员羞辱了卡车司机。",208071,9,"保证","arg",NA,7
"7141",4788,"Experiment Group",NA,27,"","","long",0.77,"法医想知道业务员证实罪犯谋害了谁。",227092,11,"证实","arg",NA,9
"7142",4788,"Experiment Group",NA,12,"","","long",0.35,"包工头想知道和尚证实播音员为什么打伤了算命先生。",112092,12,"证实","adj",NA,9
"7145",4788,"Experiment Group",NA,6,"","","long",0.03,"检察官想知道教练员承认音乐家为什么开除了保镖。",106052,15,"承认","adj",NA,5
"7146",4788,"Experiment Group",NA,25,"","","long",0.02,"美容师想知道房东坚称营养师为什么吓唬了快餐店员。",125022,16,"坚称","adj",NA,2
"7148",4788,"Experiment Group",NA,17,"","","short",0.63,"会计想知道演员为什么承认编辑邀请了神父。",117051,18,"承认","adj",NA,5
"7149",4788,"Experiment Group",NA,28,"","","short",0.35,"丞相想知道谁认同将军威胁了大臣。",228111,19,"认同","arg",NA,11
"7152",4788,"Experiment Group",NA,9,"","","short",0.24,"将军想知道间谍为什么保证士兵跟踪了总统。",109071,22,"保证","adj",NA,7
"7153",4788,"Experiment Group",NA,10,"","","long",1,"导游想知道外国人保证保安袭击了谁。",210072,23,"保证","arg",NA,7
"7155",4788,"Experiment Group",NA,23,"","","short",0.84,"园丁想知道水管工为什么坚称焊工训斥了清洁工。",123021,25,"坚称","adj",NA,2
"7156",4788,"Experiment Group",NA,18,"","","short",0.02,"船长想知道谁透露飞行员责备了经济学家。",218081,26,"透露","arg",NA,8
"7158",4788,"Experiment Group",NA,14,"","","short",0.18,"英语老师想知道谁猜中学生举报了店员。",214131,28,"猜","arg",NA,13
"7161",4788,"Experiment Group",NA,19,"","","long",0.08,"经理想知道道士保证和尚为什么夸奖了乞丐。",119072,31,"保证","adj",NA,7
"7162",4788,"Experiment Group",NA,3,"","","long",0.13,"经理想知道厨师猜服务员为什么接待了乞丐。",103132,32,"猜","adj",NA,13
"7165",4788,"Experiment Group",NA,1,"","","short",0.11,"老师想知道学生为什么猜修理工打了快递员。",101131,35,"猜","adj",NA,13
"7166",4788,"Experiment Group",NA,5,"","","long",0.05,"市长想知道议员透露艺术家为什么联系了毒枭。",105082,36,"透露","adj",NA,8
"7168",4788,"Experiment Group",NA,15,"","","short",0.49,"主持人想知道谁坚称政府官员批评了总统候选人。",215021,38,"坚称","arg",NA,2
"7169",4788,"Experiment Group",NA,31,"","","long",0.03,"心理学家想知道大学生透露保姆讨好了谁。",231082,39,"透露","arg",NA,8
"7171",4788,"Experiment Group",NA,29,"","","long",0.01,"编辑想知道法务顾问猜杂技演员抚养了谁。",229132,41,"猜","arg",NA,13
"7173",4788,"Experiment Group",NA,16,"","","long",0.96,"大学生想知道记者坚称音乐老师夸赞了谁。",216022,43,"坚称","arg",NA,2
"7177",4788,"Experiment Group",NA,26,"","","long",0.01,"制片人想知道健身教练认同化妆师为什么监视了调酒师。",126112,47,"认同","adj",NA,11
"7178",4788,"Experiment Group",NA,22,"","","short",1,"顾问想知道外交官为什么说生物学家嘲讽了哲学家。",122141,48,"说","adj",NA,14
"7182",4788,"Experiment Group",NA,20,"","","long",0.7,"售货员想知道作曲家说摄影师指责了谁。",220142,52,"说","arg",NA,14
"7184",4788,"Experiment Group",NA,11,"","","short",0.65,"政客想知道医生为什么认同护士推倒了男孩。",111111,54,"认同","adj",NA,11
"7187",4788,"Experiment Group",NA,13,"","","long",0.02,"服务员想知道售票员承认演说家欺骗了谁。",213052,57,"承认","arg",NA,5
"7189",4788,"Experiment Group",NA,4,"","","short",0.12,"教授想知道谁说秘书批评了运动员。",204141,59,"说","arg",NA,14
"7190",4788,"Experiment Group",NA,24,"","","short",0.61,"仓库管理员想知道采购员为什么透露保险代理人挖苦了模特。",124081,60,"透露","adj",NA,8
"7192",4788,"Experiment Group",NA,2,"","","long",0,"法官想知道律师说警察为什么审问了学生。",102142,62,"说","adj",NA,14
"7197",4832,"Experiment Group",NA,15,"","","short",1,"主持人想知道学者为什么坚称政府官员批评了总统候选人。",115021,1,"坚称","adj",NA,2
"7198",4832,"Experiment Group",NA,5,"","","long",0,"市长想知道议员接受艺术家联系了谁。",205062,2,"接受","arg",NA,6
"7200",4832,"Experiment Group",NA,18,"","","long",0.26,"船长想知道建筑师认同飞行员为什么责备了经济学家。",118112,4,"认同","adj",NA,11
"7201",4832,"Experiment Group",NA,10,"","","long",0.17,"导游想知道外国人猜保安为什么袭击了商贩。",110132,5,"猜","adj",NA,13
"7203",4832,"Experiment Group",NA,1,"","","long",0.76,"老师想知道学生说修理工打了谁。",201142,7,"说","arg",NA,14
"7206",4832,"Experiment Group",NA,19,"","","long",0.23,"经理想知道道士怀疑和尚为什么夸奖了乞丐。",119012,10,"怀疑","adj",NA,1
"7207",4832,"Experiment Group",NA,25,"","","short",0.07,"美容师想知道房东为什么认同营养师吓唬了快餐店员。",125111,11,"认同","adj",NA,11
"7210",4832,"Experiment Group",NA,17,"","","short",0.37,"会计想知道谁接受编辑邀请了神父。",217061,14,"接受","arg",NA,6
"7211",4832,"Experiment Group",NA,8,"","","short",0.8,"侦探想知道谁坚称飞行员羞辱了卡车司机。",208021,15,"坚称","arg",NA,2
"7214",4832,"Experiment Group",NA,4,"","","short",1,"教授想知道工程师为什么说秘书批评了运动员。",104141,18,"说","adj",NA,14
"7216",4832,"Experiment Group",NA,7,"","","short",0.83,"村长想知道谁说电工无视了领导。",207141,20,"说","arg",NA,14
"7217",4832,"Experiment Group",NA,14,"","","short",0.78,"英语老师想知道谁怀疑中学生举报了店员。",214011,21,"怀疑","arg",NA,1
"7220",4832,"Experiment Group",NA,27,"","","short",1,"法医想知道业务员为什么透露罪犯谋害了程序员。",127081,24,"透露","adj",NA,8
"7222",4832,"Experiment Group",NA,24,"","","short",0.59,"仓库管理员想知道采购员为什么接受保险代理人挖苦了模特。",124061,26,"接受","adj",NA,6
"7223",4832,"Experiment Group",NA,16,"","","long",1,"大学生想知道记者认同音乐老师夸赞了谁。",216112,27,"认同","arg",NA,11
"7225",4832,"Experiment Group",NA,13,"","","long",0.33,"服务员想知道售票员猜演说家欺骗了谁。",213132,29,"猜","arg",NA,13
"7226",4832,"Experiment Group",NA,20,"","","short",1,"售货员想知道谁透露摄影师指责了心理医生。",220081,30,"透露","arg",NA,8
"7231",4832,"Experiment Group",NA,3,"","","short",1,"经理想知道谁猜服务员接待了乞丐。",203131,35,"猜","arg",NA,13
"7232",4832,"Experiment Group",NA,31,"","","short",1,"心理学家想知道大学生为什么承认保姆讨好了理发师。",131051,36,"承认","adj",NA,5
"7234",4832,"Experiment Group",NA,22,"","","long",0.22,"顾问想知道外交官坚称生物学家为什么嘲讽了哲学家。",122022,38,"坚称","adj",NA,2
"7237",4832,"Experiment Group",NA,30,"","","long",0.27,"舞蹈老师想知道实习生怀疑歌手赞美了谁。",230012,41,"怀疑","arg",NA,1
"7238",4832,"Experiment Group",NA,23,"","","long",0.34,"园丁想知道水管工透露焊工为什么训斥了清洁工。",123082,42,"透露","adj",NA,8
"7240",4832,"Experiment Group",NA,29,"","","short",0.88,"编辑想知道谁认同杂技演员抚养了小女孩。",229111,44,"认同","arg",NA,11
"7243",4832,"Experiment Group",NA,2,"","","short",1,"法官想知道律师为什么猜警察审问了学生。",102131,47,"猜","adj",NA,13
